Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161026/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.54
Liftedindex,4.31
LIFTcomputedusingvirtualtemperature,4.02
SWEATindex,29.00
Kindex,-5.70
Crosstotalsindex,12.30
Verticaltotalsindex,24.30
Totalstotalsindex,36.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.90
Pres[hPa]oftheLiftedCondensationLevel,871.21
Meanmixedlayerpotentialtemperature,294.28
Meanmixedlayermixingratio,8.79
1000hPato500hPathickness,5634.00
Precipitablewater[mm]forentiresounding,18.93
