Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100322/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.54
Liftedindex,-1.89
LIFTcomputedusingvirtualtemperature,-2.15
SWEATindex,128.64
Kindex,-13.30
Crosstotalsindex,18.30
Verticaltotalsindex,25.30
Totalstotalsindex,43.60
ConvectiveAvailablePotentialEnergy,135.55
CAPEusingvirtualtemperature,181.78
ConvectiveInhibition,-2.13
CINSusingvirtualtemperature,-0.98
EquilibrumLevel,365.55
EquilibrumLevelusingvirtualtemperature,365.13
LevelofFreeConvection,930.24
LFCTusingvirtualtemperature,936.99
BulkRichardsonNumber,33.32
BulkRichardsonNumberusingCAPV,44.69
Temp[K]oftheLiftedCondensationLevel,292.17
Pres[hPa]oftheLiftedCondensationLevel,947.50
Meanmixedlayerpotentialtemperature,296.71
Meanmixedlayermixingratio,14.85
1000hPato500hPathickness,5732.00
Precipitablewater[mm]forentiresounding,38.66
