Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110510/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.40
Liftedindex,1.28
LIFTcomputedusingvirtualtemperature,1.10
SWEATindex,60.00
Kindex,21.50
Crosstotalsindex,19.30
Verticaltotalsindex,29.30
Totalstotalsindex,48.60
ConvectiveAvailablePotentialEnergy,41.37
CAPEusingvirtualtemperature,58.16
ConvectiveInhibition,-139.02
CINSusingvirtualtemperature,-117.62
EquilibrumLevel,626.55
EquilibrumLevelusingvirtualtemperature,604.12
LevelofFreeConvection,747.77
LFCTusingvirtualtemperature,755.43
BulkRichardsonNumber,2.84
BulkRichardsonNumberusingCAPV,3.99
Temp[K]oftheLiftedCondensationLevel,281.03
Pres[hPa]oftheLiftedCondensationLevel,908.35
Meanmixedlayerpotentialtemperature,288.87
Meanmixedlayermixingratio,7.41
1000hPato500hPathickness,5489.00
Precipitablewater[mm]forentiresounding,16.72
