Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111027/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.61
Liftedindex,0.98
LIFTcomputedusingvirtualtemperature,0.54
SWEATindex,143.39
Kindex,26.00
Crosstotalsindex,20.20
Verticaltotalsindex,24.30
Totalstotalsindex,44.50
ConvectiveAvailablePotentialEnergy,8.85
CAPEusingvirtualtemperature,26.22
ConvectiveInhibition,-50.22
CINSusingvirtualtemperature,-38.01
EquilibrumLevel,548.11
EquilibrumLevelusingvirtualtemperature,370.75
LevelofFreeConvection,765.72
LFCTusingvirtualtemperature,771.75
BulkRichardsonNumber,0.46
BulkRichardsonNumberusingCAPV,1.35
Temp[K]oftheLiftedCondensationLevel,288.31
Pres[hPa]oftheLiftedCondensationLevel,934.73
Meanmixedlayerpotentialtemperature,293.94
Meanmixedlayermixingratio,11.73
1000hPato500hPathickness,5646.00
Precipitablewater[mm]forentiresounding,34.03
