Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150421/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.33
Liftedindex,14.94
LIFTcomputedusingvirtualtemperature,14.83
SWEATindex,221.98
Kindex,-16.40
Crosstotalsindex,21.80
Verticaltotalsindex,23.10
Totalstotalsindex,44.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,273.45
Pres[hPa]oftheLiftedCondensationLevel,827.10
Meanmixedlayerpotentialtemperature,288.70
Meanmixedlayermixingratio,4.76
1000hPato500hPathickness,5614.00
Precipitablewater[mm]forentiresounding,19.36
