Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110616/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.90
Liftedindex,8.50
LIFTcomputedusingvirtualtemperature,8.41
SWEATindex,143.55
Kindex,5.40
Crosstotalsindex,18.00
Verticaltotalsindex,22.30
Totalstotalsindex,40.30
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.57
Pres[hPa]oftheLiftedCondensationLevel,897.94
Meanmixedlayerpotentialtemperature,287.29
Meanmixedlayermixingratio,6.33
1000hPato500hPathickness,5530.00
Precipitablewater[mm]forentiresounding,15.80
