Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100405/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.93
Liftedindex,3.01
LIFTcomputedusingvirtualtemperature,2.85
SWEATindex,110.61
Kindex,20.50
Crosstotalsindex,16.70
Verticaltotalsindex,23.70
Totalstotalsindex,40.40
ConvectiveAvailablePotentialEnergy,3.37
CAPEusingvirtualtemperature,9.71
ConvectiveInhibition,-107.92
CINSusingvirtualtemperature,-82.95
EquilibrumLevel,704.02
EquilibrumLevelusingvirtualtemperature,687.13
LevelofFreeConvection,733.48
LFCTusingvirtualtemperature,744.82
BulkRichardsonNumber,0.26
BulkRichardsonNumberusingCAPV,0.74
Temp[K]oftheLiftedCondensationLevel,285.41
Pres[hPa]oftheLiftedCondensationLevel,902.33
Meanmixedlayerpotentialtemperature,293.93
Meanmixedlayermixingratio,10.04
1000hPato500hPathickness,5629.00
Precipitablewater[mm]forentiresounding,28.15
