Stationidentifier,YBBN
Stationnumber,94578
Observationtime,121211/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.16
Liftedindex,0.94
LIFTcomputedusingvirtualtemperature,0.53
SWEATindex,146.00
Kindex,17.50
Crosstotalsindex,19.90
Verticaltotalsindex,22.50
Totalstotalsindex,42.40
ConvectiveAvailablePotentialEnergy,48.85
CAPEusingvirtualtemperature,78.21
ConvectiveInhibition,-10.15
CINSusingvirtualtemperature,-3.54
EquilibrumLevel,448.84
EquilibrumLevelusingvirtualtemperature,441.72
LevelofFreeConvection,870.05
LFCTusingvirtualtemperature,886.30
BulkRichardsonNumber,106.42
BulkRichardsonNumberusingCAPV,170.36
Temp[K]oftheLiftedCondensationLevel,286.95
Pres[hPa]oftheLiftedCondensationLevel,908.04
Meanmixedlayerpotentialtemperature,294.98
Meanmixedlayermixingratio,11.05
1000hPato500hPathickness,5635.00
Precipitablewater[mm]forentiresounding,28.54
