Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140506/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.25
Liftedindex,11.11
LIFTcomputedusingvirtualtemperature,11.01
SWEATindex,61.01
Kindex,-31.50
Crosstotalsindex,10.10
Verticaltotalsindex,23.10
Totalstotalsindex,33.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,274.39
Pres[hPa]oftheLiftedCondensationLevel,838.07
Meanmixedlayerpotentialtemperature,288.61
Meanmixedlayermixingratio,5.03
1000hPato500hPathickness,5581.00
Precipitablewater[mm]forentiresounding,12.39
