Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161024/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.65
Liftedindex,6.88
LIFTcomputedusingvirtualtemperature,6.69
SWEATindex,60.00
Kindex,-24.10
Crosstotalsindex,11.50
Verticaltotalsindex,21.50
Totalstotalsindex,33.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,277.89
Pres[hPa]oftheLiftedCondensationLevel,841.72
Meanmixedlayerpotentialtemperature,291.93
Meanmixedlayermixingratio,6.43
1000hPato500hPathickness,5556.00
Precipitablewater[mm]forentiresounding,14.33
