Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141014/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.36
Liftedindex,-1.27
LIFTcomputedusingvirtualtemperature,-1.57
SWEATindex,216.80
Kindex,24.20
Crosstotalsindex,24.20
Verticaltotalsindex,25.30
Totalstotalsindex,49.50
ConvectiveAvailablePotentialEnergy,182.23
CAPEusingvirtualtemperature,240.43
ConvectiveInhibition,-0.19
CINSusingvirtualtemperature,-0.01
EquilibrumLevel,433.50
EquilibrumLevelusingvirtualtemperature,430.37
LevelofFreeConvection,870.99
LFCTusingvirtualtemperature,874.76
BulkRichardsonNumber,3.52
BulkRichardsonNumberusingCAPV,4.64
Temp[K]oftheLiftedCondensationLevel,284.80
Pres[hPa]oftheLiftedCondensationLevel,876.71
Meanmixedlayerpotentialtemperature,295.72
Meanmixedlayermixingratio,9.92
1000hPato500hPathickness,5607.00
Precipitablewater[mm]forentiresounding,26.30
