Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120320/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.59
Liftedindex,0.25
LIFTcomputedusingvirtualtemperature,-0.44
SWEATindex,208.81
Kindex,17.60
Crosstotalsindex,19.20
Verticaltotalsindex,20.70
Totalstotalsindex,39.90
ConvectiveAvailablePotentialEnergy,133.25
CAPEusingvirtualtemperature,230.42
ConvectiveInhibition,-2.03
CINSusingvirtualtemperature,-1.39
EquilibrumLevel,503.64
EquilibrumLevelusingvirtualtemperature,480.70
LevelofFreeConvection,935.42
LFCTusingvirtualtemperature,937.85
BulkRichardsonNumber,198.85
BulkRichardsonNumberusingCAPV,343.87
Temp[K]oftheLiftedCondensationLevel,291.98
Pres[hPa]oftheLiftedCondensationLevel,951.25
Meanmixedlayerpotentialtemperature,296.19
Meanmixedlayermixingratio,14.62
1000hPato500hPathickness,5700.00
Precipitablewater[mm]forentiresounding,37.74
