Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140101/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,15.26
Liftedindex,2.59
LIFTcomputedusingvirtualtemperature,2.12
SWEATindex,47.98
Kindex,1.30
Crosstotalsindex,-6.30
Verticaltotalsindex,24.70
Totalstotalsindex,18.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,3.86
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-138.06
EquilibrumLevelusingvirtualtemperature,677.44
LFCTusingvirtualtemperature,696.46
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.39
Temp[K]oftheLiftedCondensationLevel,287.59
Pres[hPa]oftheLiftedCondensationLevel,891.89
Meanmixedlayerpotentialtemperature,297.16
Meanmixedlayermixingratio,11.74
1000hPato500hPathickness,5705.00
Precipitablewater[mm]forentiresounding,22.43
