Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150821/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.62
Liftedindex,4.73
LIFTcomputedusingvirtualtemperature,4.47
SWEATindex,147.01
Kindex,20.90
Crosstotalsindex,20.10
Verticaltotalsindex,20.90
Totalstotalsindex,41.00
ConvectiveAvailablePotentialEnergy,4.08
CAPEusingvirtualtemperature,14.66
ConvectiveInhibition,-12.22
CINSusingvirtualtemperature,-11.57
EquilibrumLevel,621.95
EquilibrumLevelusingvirtualtemperature,619.09
LevelofFreeConvection,894.74
LFCTusingvirtualtemperature,897.94
BulkRichardsonNumber,0.15
BulkRichardsonNumberusingCAPV,0.56
Temp[K]oftheLiftedCondensationLevel,285.77
Pres[hPa]oftheLiftedCondensationLevel,950.69
Meanmixedlayerpotentialtemperature,289.94
Meanmixedlayermixingratio,9.75
1000hPato500hPathickness,5576.00
Precipitablewater[mm]forentiresounding,26.83
