Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130501/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.10
Liftedindex,3.04
LIFTcomputedusingvirtualtemperature,2.70
SWEATindex,91.99
Kindex,-8.90
Crosstotalsindex,15.10
Verticaltotalsindex,21.10
Totalstotalsindex,36.20
ConvectiveAvailablePotentialEnergy,7.78
CAPEusingvirtualtemperature,21.63
ConvectiveInhibition,-23.13
CINSusingvirtualtemperature,-17.27
EquilibrumLevel,794.63
EquilibrumLevelusingvirtualtemperature,789.67
LevelofFreeConvection,852.93
LFCTusingvirtualtemperature,880.35
BulkRichardsonNumber,1.31
BulkRichardsonNumberusingCAPV,3.63
Temp[K]oftheLiftedCondensationLevel,287.73
Pres[hPa]oftheLiftedCondensationLevel,930.47
Meanmixedlayerpotentialtemperature,293.73
Meanmixedlayermixingratio,11.35
1000hPato500hPathickness,5670.00
Precipitablewater[mm]forentiresounding,25.19
