Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130304/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.92
Liftedindex,3.04
LIFTcomputedusingvirtualtemperature,2.52
SWEATindex,169.00
Kindex,15.50
Crosstotalsindex,14.90
Verticaltotalsindex,19.50
Totalstotalsindex,34.40
ConvectiveAvailablePotentialEnergy,1.82
CAPEusingvirtualtemperature,15.95
ConvectiveInhibition,-6.76
CINSusingvirtualtemperature,-1.70
EquilibrumLevel,816.55
EquilibrumLevelusingvirtualtemperature,809.86
LevelofFreeConvection,869.27
LFCTusingvirtualtemperature,886.46
BulkRichardsonNumber,0.11
BulkRichardsonNumberusingCAPV,0.99
Temp[K]oftheLiftedCondensationLevel,288.40
Pres[hPa]oftheLiftedCondensationLevel,899.75
Meanmixedlayerpotentialtemperature,297.25
Meanmixedlayermixingratio,12.28
1000hPato500hPathickness,5712.00
Precipitablewater[mm]forentiresounding,39.36
