Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110511/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.61
Liftedindex,10.24
LIFTcomputedusingvirtualtemperature,10.10
SWEATindex,67.02
Kindex,-30.10
Crosstotalsindex,13.10
Verticaltotalsindex,20.10
Totalstotalsindex,33.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,277.00
Pres[hPa]oftheLiftedCondensationLevel,857.01
Meanmixedlayerpotentialtemperature,289.50
Meanmixedlayermixingratio,5.97
1000hPato500hPathickness,5583.00
Precipitablewater[mm]forentiresounding,10.35
