Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140518/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.48
Liftedindex,7.91
LIFTcomputedusingvirtualtemperature,7.67
SWEATindex,73.40
Kindex,-18.80
Crosstotalsindex,15.80
Verticaltotalsindex,19.50
Totalstotalsindex,35.30
ConvectiveAvailablePotentialEnergy,1.76
CAPEusingvirtualtemperature,3.25
ConvectiveInhibition,-24.56
CINSusingvirtualtemperature,-16.71
EquilibrumLevel,802.47
EquilibrumLevelusingvirtualtemperature,801.81
LevelofFreeConvection,825.40
LFCTusingvirtualtemperature,830.86
BulkRichardsonNumber,0.18
BulkRichardsonNumberusingCAPV,0.33
Temp[K]oftheLiftedCondensationLevel,279.60
Pres[hPa]oftheLiftedCondensationLevel,849.27
Meanmixedlayerpotentialtemperature,292.97
Meanmixedlayermixingratio,7.25
1000hPato500hPathickness,5609.00
Precipitablewater[mm]forentiresounding,16.74
