Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130528/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.03
Liftedindex,2.05
LIFTcomputedusingvirtualtemperature,1.79
SWEATindex,122.21
Kindex,-0.70
Crosstotalsindex,22.30
Verticaltotalsindex,24.70
Totalstotalsindex,47.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,285.26
Pres[hPa]oftheLiftedCondensationLevel,951.72
Meanmixedlayerpotentialtemperature,289.33
Meanmixedlayermixingratio,9.41
1000hPato500hPathickness,5561.00
Precipitablewater[mm]forentiresounding,23.07
