Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130313/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.24
Liftedindex,3.56
LIFTcomputedusingvirtualtemperature,3.21
SWEATindex,107.62
Kindex,-5.10
Crosstotalsindex,13.10
Verticaltotalsindex,21.10
Totalstotalsindex,34.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,8.15
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-4.25
EquilibrumLevelusingvirtualtemperature,754.21
LFCTusingvirtualtemperature,852.51
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,2.58
Temp[K]oftheLiftedCondensationLevel,285.73
Pres[hPa]oftheLiftedCondensationLevel,880.76
Meanmixedlayerpotentialtemperature,296.30
Meanmixedlayermixingratio,10.51
1000hPato500hPathickness,5676.00
Precipitablewater[mm]forentiresounding,21.97
