Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101114/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.43
Liftedindex,4.44
LIFTcomputedusingvirtualtemperature,3.93
SWEATindex,136.98
Kindex,13.70
Crosstotalsindex,16.50
Verticaltotalsindex,17.70
Totalstotalsindex,34.20
ConvectiveAvailablePotentialEnergy,38.37
CAPEusingvirtualtemperature,50.29
ConvectiveInhibition,-16.32
CINSusingvirtualtemperature,-11.58
EquilibrumLevel,750.79
EquilibrumLevelusingvirtualtemperature,749.05
LevelofFreeConvection,891.69
LFCTusingvirtualtemperature,901.24
BulkRichardsonNumber,4.70
BulkRichardsonNumberusingCAPV,6.17
Temp[K]oftheLiftedCondensationLevel,289.46
Pres[hPa]oftheLiftedCondensationLevel,940.01
Meanmixedlayerpotentialtemperature,294.64
Meanmixedlayermixingratio,12.58
1000hPato500hPathickness,5700.00
Precipitablewater[mm]forentiresounding,33.69
