Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130728/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.31
Liftedindex,5.84
LIFTcomputedusingvirtualtemperature,5.62
SWEATindex,99.61
Kindex,-26.30
Crosstotalsindex,16.70
Verticaltotalsindex,19.90
Totalstotalsindex,36.60
ConvectiveAvailablePotentialEnergy,12.20
CAPEusingvirtualtemperature,24.94
ConvectiveInhibition,-18.87
CINSusingvirtualtemperature,-11.42
EquilibrumLevel,808.85
EquilibrumLevelusingvirtualtemperature,795.35
LevelofFreeConvection,874.87
LFCTusingvirtualtemperature,888.32
BulkRichardsonNumber,2.56
BulkRichardsonNumberusingCAPV,5.23
Temp[K]oftheLiftedCondensationLevel,283.55
Pres[hPa]oftheLiftedCondensationLevel,926.90
Meanmixedlayerpotentialtemperature,289.78
Meanmixedlayermixingratio,8.64
1000hPato500hPathickness,5601.00
Precipitablewater[mm]forentiresounding,15.65
