Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131213/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.48
Liftedindex,-3.92
LIFTcomputedusingvirtualtemperature,-4.38
SWEATindex,110.98
Kindex,30.60
Crosstotalsindex,21.50
Verticaltotalsindex,27.50
Totalstotalsindex,49.00
ConvectiveAvailablePotentialEnergy,586.16
CAPEusingvirtualtemperature,731.03
ConvectiveInhibition,-46.58
CINSusingvirtualtemperature,-16.54
EquilibrumLevel,306.06
EquilibrumLevelusingvirtualtemperature,305.01
LevelofFreeConvection,780.62
LFCTusingvirtualtemperature,830.78
BulkRichardsonNumber,261.30
BulkRichardsonNumberusingCAPV,325.88
Temp[K]oftheLiftedCondensationLevel,288.82
Pres[hPa]oftheLiftedCondensationLevel,904.25
Meanmixedlayerpotentialtemperature,297.26
Meanmixedlayermixingratio,12.55
1000hPato500hPathickness,5661.00
Precipitablewater[mm]forentiresounding,27.51
