Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160404/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.47
Liftedindex,2.65
LIFTcomputedusingvirtualtemperature,2.13
SWEATindex,190.97
Kindex,4.70
Crosstotalsindex,8.90
Verticaltotalsindex,20.90
Totalstotalsindex,29.80
ConvectiveAvailablePotentialEnergy,7.06
CAPEusingvirtualtemperature,54.28
ConvectiveInhibition,-14.06
CINSusingvirtualtemperature,0.00
EquilibrumLevel,704.58
EquilibrumLevelusingvirtualtemperature,648.95
LevelofFreeConvection,823.48
LFCTusingvirtualtemperature,912.27
BulkRichardsonNumber,0.70
BulkRichardsonNumberusingCAPV,5.38
Temp[K]oftheLiftedCondensationLevel,289.05
Pres[hPa]oftheLiftedCondensationLevel,912.27
Meanmixedlayerpotentialtemperature,296.74
Meanmixedlayermixingratio,12.62
1000hPato500hPathickness,5689.00
Precipitablewater[mm]forentiresounding,27.91
