Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141029/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.54
Liftedindex,0.49
LIFTcomputedusingvirtualtemperature,0.08
SWEATindex,40.02
Kindex,0.70
Crosstotalsindex,4.90
Verticaltotalsindex,27.90
Totalstotalsindex,32.80
ConvectiveAvailablePotentialEnergy,51.39
CAPEusingvirtualtemperature,73.43
ConvectiveInhibition,-549.85
CINSusingvirtualtemperature,-395.07
EquilibrumLevel,305.78
EquilibrumLevelusingvirtualtemperature,303.97
LevelofFreeConvection,452.81
LFCTusingvirtualtemperature,489.59
BulkRichardsonNumber,1.22
BulkRichardsonNumberusingCAPV,1.75
Temp[K]oftheLiftedCondensationLevel,286.59
Pres[hPa]oftheLiftedCondensationLevel,882.05
Meanmixedlayerpotentialtemperature,297.07
Meanmixedlayermixingratio,11.11
1000hPato500hPathickness,5701.00
Precipitablewater[mm]forentiresounding,20.73
