Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160318/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.72
Liftedindex,2.00
LIFTcomputedusingvirtualtemperature,1.35
SWEATindex,171.78
Kindex,23.00
Crosstotalsindex,17.40
Verticaltotalsindex,20.10
Totalstotalsindex,37.50
ConvectiveAvailablePotentialEnergy,32.52
CAPEusingvirtualtemperature,56.52
ConvectiveInhibition,-4.94
CINSusingvirtualtemperature,-2.60
EquilibrumLevel,616.62
EquilibrumLevelusingvirtualtemperature,597.42
LevelofFreeConvection,856.96
LFCTusingvirtualtemperature,881.24
BulkRichardsonNumber,3.67
BulkRichardsonNumberusingCAPV,6.38
Temp[K]oftheLiftedCondensationLevel,290.41
Pres[hPa]oftheLiftedCondensationLevel,910.98
Meanmixedlayerpotentialtemperature,298.26
Meanmixedlayermixingratio,13.85
1000hPato500hPathickness,5738.00
Precipitablewater[mm]forentiresounding,36.62
