Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120612/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.35
Liftedindex,3.81
LIFTcomputedusingvirtualtemperature,3.66
SWEATindex,167.80
Kindex,13.70
Crosstotalsindex,20.70
Verticaltotalsindex,24.30
Totalstotalsindex,45.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.84
Pres[hPa]oftheLiftedCondensationLevel,895.25
Meanmixedlayerpotentialtemperature,290.90
Meanmixedlayermixingratio,7.94
1000hPato500hPathickness,5557.00
Precipitablewater[mm]forentiresounding,23.83
