Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160522/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.00
Liftedindex,4.27
LIFTcomputedusingvirtualtemperature,4.29
SWEATindex,136.79
Kindex,-7.00
Crosstotalsindex,16.20
Verticaltotalsindex,20.10
Totalstotalsindex,36.30
ConvectiveAvailablePotentialEnergy,6.53
CAPEusingvirtualtemperature,16.11
ConvectiveInhibition,-22.32
CINSusingvirtualtemperature,-14.68
EquilibrumLevel,812.98
EquilibrumLevelusingvirtualtemperature,802.06
LevelofFreeConvection,865.50
LFCTusingvirtualtemperature,879.14
BulkRichardsonNumber,0.31
BulkRichardsonNumberusingCAPV,0.77
Temp[K]oftheLiftedCondensationLevel,286.53
Pres[hPa]oftheLiftedCondensationLevel,922.69
Meanmixedlayerpotentialtemperature,293.20
Meanmixedlayermixingratio,10.57
1000hPato500hPathickness,5651.00
Precipitablewater[mm]forentiresounding,28.16
