Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140227/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.87
Liftedindex,9.34
LIFTcomputedusingvirtualtemperature,9.33
SWEATindex,308.39
Kindex,-7.50
Crosstotalsindex,14.30
Verticaltotalsindex,18.50
Totalstotalsindex,32.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,283.91
Pres[hPa]oftheLiftedCondensationLevel,852.56
Meanmixedlayerpotentialtemperature,297.16
Meanmixedlayermixingratio,9.62
1000hPato500hPathickness,5736.00
Precipitablewater[mm]forentiresounding,22.60
