Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160523/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,13.33
Liftedindex,10.61
LIFTcomputedusingvirtualtemperature,10.29
SWEATindex,94.61
Kindex,3.50
Crosstotalsindex,8.70
Verticaltotalsindex,17.70
Totalstotalsindex,26.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.79
Pres[hPa]oftheLiftedCondensationLevel,910.49
Meanmixedlayerpotentialtemperature,292.54
Meanmixedlayermixingratio,9.54
1000hPato500hPathickness,5644.00
Precipitablewater[mm]forentiresounding,20.19
