Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150729/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.77
Liftedindex,10.61
LIFTcomputedusingvirtualtemperature,10.53
SWEATindex,39.59
Kindex,-6.10
Crosstotalsindex,19.50
Verticaltotalsindex,22.10
Totalstotalsindex,41.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,274.02
Pres[hPa]oftheLiftedCondensationLevel,862.37
Meanmixedlayerpotentialtemperature,285.88
Meanmixedlayermixingratio,4.76
1000hPato500hPathickness,5505.00
Precipitablewater[mm]forentiresounding,11.28
