PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1023.0,5,18.6,17.7,95,12.61,185,6,289.9,325.4,292.1
1000.0,199,17.6,15.9,90,11.49,140,11,290.8,323.3,292.8
997.0,225,17.5,15.8,90,11.42,140,11,290.9,323.3,292.9
925.0,864,14.6,12.3,86,9.80,125,26,294.2,322.6,296.0
920.0,910,14.4,11.8,84,9.50,125,26,294.5,322.0,296.1
916.0,947,14.2,11.3,83,9.26,124,26,294.6,321.5,296.3
864.0,1439,10.6,10.6,100,9.37,109,25,295.9,323.1,297.5
850.0,1575,10.0,9.7,98,8.96,105,25,296.6,322.8,298.2
831.0,1760,9.1,8.7,98,8.57,100,25,297.6,322.8,299.1
700.0,3168,2.0,1.2,94,6.00,95,17,304.7,323.1,305.8
663.0,3605,-0.7,-2.2,90,4.95,85,15,306.4,321.9,307.3
652.0,3739,-1.5,-3.2,88,4.66,88,12,307.0,321.6,307.8
644.0,3838,-1.1,-7.1,64,3.50,90,10,308.5,319.7,309.1
622.0,4114,-3.1,-10.1,58,2.87,149,5,309.3,318.6,309.8
619.0,4153,-2.5,-18.5,28,1.44,157,4,310.4,315.3,310.7
616.0,4191,-2.6,-20.0,25,1.27,165,3,310.7,315.0,310.9
570.0,4804,-4.7,-44.7,3,0.13,215,4,315.2,315.7,315.2
500.0,5820,-12.7,-46.7,4,0.12,300,7,317.5,317.9,317.5
454.0,6542,-18.5,-46.2,7,0.13,280,10,319.1,319.6,319.1
428.0,6984,-22.1,-46.0,10,0.15,280,13,320.0,320.6,320.0
422.0,7089,-22.9,-45.9,10,0.15,272,13,320.2,320.8,320.2
413.0,7247,-23.9,-47.4,10,0.13,260,13,320.8,321.4,320.9
400.0,7480,-25.5,-49.5,9,0.10,265,21,321.8,322.2,321.8
356.0,8315,-30.5,-57.0,6,0.05,285,38,326.0,326.2,326.0
349.0,8457,-31.3,-58.3,5,0.04,284,38,326.7,326.9,326.7
300.0,9510,-39.7,-65.7,5,0.02,275,38,329.3,329.4,329.3
250.0,10730,-49.5,-64.5,16,0.03,275,44,332.3,332.5,332.4
239.0,11023,-51.9,-65.9,17,0.02,274,45,333.0,333.1,333.0
213.0,11758,-55.9,-70.5,14,0.01,270,47,337.9,338.0,337.9
200.0,12160,-58.1,-73.1,13,0.01,270,44,340.6,340.6,340.6
190.0,12481,-59.9,-75.9,11,0.01,271,44,342.7,342.8,342.7
163.0,13424,-64.7,,,,275,45,350.0,,350.0
160.0,13537,-64.7,,,,280,47,351.9,,351.9
151.0,13890,-64.7,,,,265,51,357.8,,357.8
150.0,13930,-64.7,,,,260,51,358.4,,358.4
142.0,14266,-63.9,,,,250,49,365.4,,365.4
134.0,14621,-63.1,,,,254,46,373.0,,373.0
108.0,15940,-64.9,,,,270,37,393.4,,393.4
100.0,16410,-65.5,,,,245,32,400.9,,400.9
95.6,16682,-67.3,,,,245,28,402.6,,402.6
86.0,17323,-66.6,,,,245,17,416.3,,416.3
82.0,17612,-66.3,,,,270,15,422.6,,422.6
77.0,17993,-65.9,,,,255,17,431.1,,431.1
74.0,18233,-65.7,,,,265,16,436.6,,436.6
71.0,18484,-65.4,,,,295,17,442.4,,442.4
70.0,18570,-65.3,,,,290,19,444.4,,444.4
65.0,19024,-64.8,,,,225,14,455.0,,455.0
63.0,19215,-64.6,,,,220,13,459.5,,459.5
61.0,19412,-64.4,,,,240,9,464.3,,464.3
60.5,19463,-64.3,,,,246,9,465.5,,465.5
58.3,19692,-61.3,,,,270,7,477.2,,477.2
51.0,20526,-60.4,,,,0,0,497.8,,497.8
50.0,20650,-60.3,,,,235,3,500.9,,500.9
46.2,21143,-59.9,,,,164,2,513.4,,513.4
45.0,21310,-58.8,,,,140,2,520.0,,520.0
39.7,22104,-53.3,,,,96,14,552.7,,552.7
39.0,22218,-53.4,,,,90,16,555.3,,555.3
38.0,22385,-53.5,,,,90,10,559.2,,559.2
36.0,22732,-53.6,,,,60,5,567.4,,567.4
33.6,23175,-53.9,,,,112,8,578.1,,578.1
33.0,23292,-52.9,,,,125,9,583.6,,583.6
31.4,23613,-50.3,,,,89,11,599.0,,599.0
31.0,23697,-50.6,,,,80,11,600.5,,600.5
30.0,23910,-51.3,,,,80,10,604.2,,604.2
29.0,24131,-51.3,,,,80,11,610.2,,610.2
28.0,24359,-51.2,,,,60,15,616.4,,616.4
27.0,24595,-51.2,,,,45,4,623.0,,623.0
21.3,26138,-50.9,,,,108,4,667.5,,667.5
20.0,26550,-48.9,,,,125,4,685.7,,685.7
18.8,26958,-46.7,,,,132,3,704.8,,704.8
16.0,28027,-46.7,,,,150,2,738.0,,738.0
15.6,28195,-46.7,,,,,,743.4,,743.4
