Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140419/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.22
Liftedindex,7.36
LIFTcomputedusingvirtualtemperature,7.17
SWEATindex,37.00
Kindex,-17.30
Crosstotalsindex,12.70
Verticaltotalsindex,22.70
Totalstotalsindex,35.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.12
Pres[hPa]oftheLiftedCondensationLevel,828.09
Meanmixedlayerpotentialtemperature,294.58
Meanmixedlayermixingratio,7.20
1000hPato500hPathickness,5656.00
Precipitablewater[mm]forentiresounding,13.49
