Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130809/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.30
Liftedindex,16.57
LIFTcomputedusingvirtualtemperature,16.58
SWEATindex,246.06
Kindex,-29.70
Crosstotalsindex,11.90
Verticaltotalsindex,18.90
Totalstotalsindex,30.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,272.97
Pres[hPa]oftheLiftedCondensationLevel,828.98
Meanmixedlayerpotentialtemperature,288.01
Meanmixedlayermixingratio,4.59
1000hPato500hPathickness,5606.00
Precipitablewater[mm]forentiresounding,12.51
