Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150823/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.37
Liftedindex,1.21
LIFTcomputedusingvirtualtemperature,0.88
SWEATindex,93.98
Kindex,16.90
Crosstotalsindex,17.90
Verticaltotalsindex,25.90
Totalstotalsindex,43.80
ConvectiveAvailablePotentialEnergy,47.05
CAPEusingvirtualtemperature,72.72
ConvectiveInhibition,-6.67
CINSusingvirtualtemperature,-4.28
EquilibrumLevel,635.91
EquilibrumLevelusingvirtualtemperature,633.83
LevelofFreeConvection,912.69
LFCTusingvirtualtemperature,922.88
BulkRichardsonNumber,8.54
BulkRichardsonNumberusingCAPV,13.21
Temp[K]oftheLiftedCondensationLevel,286.93
Pres[hPa]oftheLiftedCondensationLevel,939.60
Meanmixedlayerpotentialtemperature,292.10
Meanmixedlayermixingratio,10.66
1000hPato500hPathickness,5605.00
Precipitablewater[mm]forentiresounding,23.70
