Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160215/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.45
Liftedindex,4.91
LIFTcomputedusingvirtualtemperature,4.30
SWEATindex,281.69
Kindex,6.70
Crosstotalsindex,7.90
Verticaltotalsindex,21.90
Totalstotalsindex,29.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,289.57
Pres[hPa]oftheLiftedCondensationLevel,898.60
Meanmixedlayerpotentialtemperature,298.57
Meanmixedlayermixingratio,13.26
1000hPato500hPathickness,5772.00
Precipitablewater[mm]forentiresounding,24.65
