Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120122/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.30
Liftedindex,-0.11
LIFTcomputedusingvirtualtemperature,-0.20
SWEATindex,171.40
Kindex,27.50
Crosstotalsindex,21.90
Verticaltotalsindex,23.30
Totalstotalsindex,45.20
ConvectiveAvailablePotentialEnergy,13.88
CAPEusingvirtualtemperature,30.17
ConvectiveInhibition,-13.56
CINSusingvirtualtemperature,-9.27
EquilibrumLevel,345.02
EquilibrumLevelusingvirtualtemperature,339.95
LevelofFreeConvection,850.95
LFCTusingvirtualtemperature,856.94
BulkRichardsonNumber,0.84
BulkRichardsonNumberusingCAPV,1.82
Temp[K]oftheLiftedCondensationLevel,287.39
Pres[hPa]oftheLiftedCondensationLevel,885.92
Meanmixedlayerpotentialtemperature,297.52
Meanmixedlayermixingratio,11.67
1000hPato500hPathickness,5683.00
Precipitablewater[mm]forentiresounding,37.90
