Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151004/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.76
Liftedindex,3.95
LIFTcomputedusingvirtualtemperature,3.66
SWEATindex,26.01
Kindex,-0.50
Crosstotalsindex,2.10
Verticaltotalsindex,29.10
Totalstotalsindex,31.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.31
Pres[hPa]oftheLiftedCondensationLevel,901.89
Meanmixedlayerpotentialtemperature,292.83
Meanmixedlayermixingratio,9.33
1000hPato500hPathickness,5654.00
Precipitablewater[mm]forentiresounding,13.25
