PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1005.0,5,25.0,20.0,74,14.87,175,1,297.7,341.0,300.4
1003.0,23,24.4,15.4,57,11.08,179,1,297.3,329.7,299.3
1000.0,50,23.8,16.8,65,12.18,185,2,296.9,332.4,299.1
994.0,103,23.4,18.9,76,14.02,196,4,297.1,337.8,299.6
969.0,325,22.1,18.7,81,14.17,245,10,297.9,339.2,300.4
943.0,562,20.6,18.4,87,14.33,263,14,298.7,340.6,301.3
934.0,645,21.3,18.1,82,14.15,270,15,300.2,341.9,302.8
925.0,729,22.0,17.7,77,13.97,270,15,301.8,343.2,304.3
917.0,805,22.6,15.6,65,12.30,276,15,303.2,339.9,305.4
891.0,1055,21.4,10.4,49,8.96,295,14,304.4,331.6,306.1
885.0,1113,20.9,10.3,51,8.99,300,14,304.5,331.7,306.2
850.0,1461,18.0,10.0,60,9.15,305,14,305.0,332.7,306.7
817.0,1798,15.1,8.2,63,8.44,305,13,305.4,331.1,307.0
791.0,2072,12.8,6.8,67,7.89,282,16,305.8,329.9,307.2
761.0,2394,10.7,3.4,61,6.45,255,20,306.8,326.8,308.0
737.0,2660,8.9,0.6,56,5.43,260,16,307.7,324.7,308.7
708.0,2994,6.6,-3.0,50,4.35,295,12,308.8,322.6,309.6
700.0,3088,6.0,-4.0,49,4.08,300,14,309.1,322.1,309.9
671.0,3433,3.2,-5.8,52,3.71,300,19,309.7,321.6,310.4
646.0,3739,2.2,-11.9,34,2.39,300,24,311.9,319.9,312.4
609.0,4215,0.6,-21.4,17,1.14,276,24,315.4,319.4,315.6
608.0,4228,0.5,-21.5,17,1.13,275,24,315.5,319.4,315.7
552.0,4995,-4.2,-29.9,11,0.58,280,32,318.8,320.9,318.9
548.0,5053,-4.5,-30.5,11,0.55,278,32,319.0,321.1,319.1
532.0,5286,-5.9,-12.9,58,2.68,272,33,320.1,329.2,320.6
527.0,5360,-6.5,-12.4,63,2.82,270,33,320.2,329.8,320.8
516.0,5525,-7.7,-11.2,76,3.17,268,31,320.7,331.4,321.3
513.0,5570,-7.3,-12.3,67,2.92,267,30,321.7,331.6,322.3
500.0,5770,-7.5,-14.5,57,2.50,265,27,323.8,332.5,324.3
493.0,5880,-7.9,-15.9,53,2.26,265,25,324.6,332.5,325.1
491.0,5911,-8.1,-16.0,53,2.25,265,25,324.7,332.6,325.2
451.0,6564,-13.2,-18.3,66,2.02,245,31,326.3,333.4,326.7
449.0,6598,-13.5,-18.4,67,2.01,246,31,326.4,333.5,326.8
423.0,7050,-14.9,-26.9,35,1.01,253,36,330.2,334.0,330.4
400.0,7470,-18.3,-30.3,34,0.77,260,40,331.1,334.1,331.3
357.0,8307,-24.9,-40.9,21,0.30,264,41,333.2,334.4,333.3
341.0,8632,-28.0,-42.4,24,0.27,265,41,333.4,334.5,333.5
300.0,9540,-36.5,-46.5,35,0.20,260,46,333.8,334.6,333.9
254.0,10673,-46.8,-53.0,49,0.11,255,54,334.9,335.4,334.9
251.0,10753,-47.5,-53.5,50,0.10,255,56,334.9,335.4,334.9
250.0,10780,-47.7,-53.7,50,0.10,255,56,335.0,335.5,335.0
232.0,11270,-49.4,-65.3,14,0.03,260,73,339.7,339.8,339.7
225.0,11471,-50.1,-70.1,8,0.01,259,73,341.6,341.6,341.6
200.0,12230,-55.1,-75.1,7,0.01,255,74,345.4,345.4,345.4
186.0,12689,-57.9,-76.5,7,0.01,250,73,348.1,348.2,348.1
179.0,12932,-59.3,-77.3,8,0.01,250,77,349.6,349.6,349.6
167.0,13366,-59.9,-80.9,5,0.00,250,85,355.6,355.6,355.6
159.0,13670,-61.9,,,,250,90,357.2,,357.2
150.0,14030,-64.3,,,,250,84,359.1,,359.1
