Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130519/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.80
Liftedindex,10.34
LIFTcomputedusingvirtualtemperature,10.27
SWEATindex,161.84
Kindex,-21.10
Crosstotalsindex,3.10
Verticaltotalsindex,27.10
Totalstotalsindex,30.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,271.20
Pres[hPa]oftheLiftedCondensationLevel,818.39
Meanmixedlayerpotentialtemperature,287.19
Meanmixedlayermixingratio,4.08
1000hPato500hPathickness,5515.00
Precipitablewater[mm]forentiresounding,7.67
