Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131231/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,-1.49
Liftedindex,1.26
LIFTcomputedusingvirtualtemperature,0.70
SWEATindex,248.21
Kindex,26.30
Crosstotalsindex,22.70
Verticaltotalsindex,23.70
Totalstotalsindex,46.40
ConvectiveAvailablePotentialEnergy,208.45
CAPEusingvirtualtemperature,272.55
ConvectiveInhibition,-229.13
CINSusingvirtualtemperature,-186.63
EquilibrumLevel,244.27
EquilibrumLevelusingvirtualtemperature,244.13
LevelofFreeConvection,592.72
LFCTusingvirtualtemperature,631.84
BulkRichardsonNumber,3.24
BulkRichardsonNumberusingCAPV,4.23
Temp[K]oftheLiftedCondensationLevel,290.35
Pres[hPa]oftheLiftedCondensationLevel,922.65
Meanmixedlayerpotentialtemperature,297.11
Meanmixedlayermixingratio,13.57
1000hPato500hPathickness,5732.00
Precipitablewater[mm]forentiresounding,40.30
