Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110605/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.31
Liftedindex,6.97
LIFTcomputedusingvirtualtemperature,6.92
SWEATindex,75.00
Kindex,4.30
Crosstotalsindex,15.30
Verticaltotalsindex,23.30
Totalstotalsindex,38.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.55
Pres[hPa]oftheLiftedCondensationLevel,857.71
Meanmixedlayerpotentialtemperature,291.05
Meanmixedlayermixingratio,6.65
1000hPato500hPathickness,5581.00
Precipitablewater[mm]forentiresounding,16.64
