Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140606/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.65
Liftedindex,0.81
LIFTcomputedusingvirtualtemperature,0.55
SWEATindex,80.19
Kindex,0.70
Crosstotalsindex,21.10
Verticaltotalsindex,27.10
Totalstotalsindex,48.20
ConvectiveAvailablePotentialEnergy,13.00
CAPEusingvirtualtemperature,21.58
ConvectiveInhibition,-292.95
CINSusingvirtualtemperature,-233.10
EquilibrumLevel,527.09
EquilibrumLevelusingvirtualtemperature,519.19
LevelofFreeConvection,573.27
LFCTusingvirtualtemperature,582.77
BulkRichardsonNumber,1.73
BulkRichardsonNumberusingCAPV,2.87
Temp[K]oftheLiftedCondensationLevel,284.11
Pres[hPa]oftheLiftedCondensationLevel,919.90
Meanmixedlayerpotentialtemperature,290.98
Meanmixedlayermixingratio,9.02
1000hPato500hPathickness,5573.00
Precipitablewater[mm]forentiresounding,21.60
