Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110501/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.76
Liftedindex,8.11
LIFTcomputedusingvirtualtemperature,7.85
SWEATindex,129.30
Kindex,-18.70
Crosstotalsindex,11.10
Verticaltotalsindex,21.10
Totalstotalsindex,32.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,283.25
Pres[hPa]oftheLiftedCondensationLevel,897.29
Meanmixedlayerpotentialtemperature,292.17
Meanmixedlayermixingratio,8.73
1000hPato500hPathickness,5617.00
Precipitablewater[mm]forentiresounding,17.68
