Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140610/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.36
Liftedindex,10.44
LIFTcomputedusingvirtualtemperature,10.25
SWEATindex,260.51
Kindex,10.30
Crosstotalsindex,14.50
Verticaltotalsindex,19.10
Totalstotalsindex,33.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,280.82
Pres[hPa]oftheLiftedCondensationLevel,895.71
Meanmixedlayerpotentialtemperature,289.81
Meanmixedlayermixingratio,7.40
1000hPato500hPathickness,5571.00
Precipitablewater[mm]forentiresounding,18.66
