Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141015/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.87
Liftedindex,11.10
LIFTcomputedusingvirtualtemperature,11.04
SWEATindex,210.77
Kindex,-4.50
Crosstotalsindex,14.10
Verticaltotalsindex,27.10
Totalstotalsindex,41.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,269.39
Pres[hPa]oftheLiftedCondensationLevel,779.82
Meanmixedlayerpotentialtemperature,289.24
Meanmixedlayermixingratio,3.74
1000hPato500hPathickness,5559.00
Precipitablewater[mm]forentiresounding,9.59
