Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130608/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.67
Liftedindex,6.18
LIFTcomputedusingvirtualtemperature,6.22
SWEATindex,154.40
Kindex,22.10
Crosstotalsindex,17.50
Verticaltotalsindex,21.90
Totalstotalsindex,39.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.23
Pres[hPa]oftheLiftedCondensationLevel,924.82
Meanmixedlayerpotentialtemperature,290.67
Meanmixedlayermixingratio,9.04
1000hPato500hPathickness,5619.00
Precipitablewater[mm]forentiresounding,32.46
