Stationidentifier,YBBN
Stationnumber,94578
Observationtime,121202/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.10
Liftedindex,3.17
LIFTcomputedusingvirtualtemperature,2.83
SWEATindex,89.38
Kindex,-6.90
Crosstotalsindex,11.90
Verticaltotalsindex,22.90
Totalstotalsindex,34.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,288.81
Pres[hPa]oftheLiftedCondensationLevel,908.13
Meanmixedlayerpotentialtemperature,296.88
Meanmixedlayermixingratio,12.48
1000hPato500hPathickness,5746.00
Precipitablewater[mm]forentiresounding,21.77
