Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130206/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.94
Liftedindex,4.18
LIFTcomputedusingvirtualtemperature,3.77
SWEATindex,114.82
Kindex,19.50
Crosstotalsindex,14.10
Verticaltotalsindex,20.10
Totalstotalsindex,34.20
ConvectiveAvailablePotentialEnergy,11.17
CAPEusingvirtualtemperature,42.22
ConvectiveInhibition,-13.89
CINSusingvirtualtemperature,-5.72
EquilibrumLevel,641.92
EquilibrumLevelusingvirtualtemperature,634.59
LevelofFreeConvection,833.17
LFCTusingvirtualtemperature,860.22
BulkRichardsonNumber,29.87
BulkRichardsonNumberusingCAPV,112.85
Temp[K]oftheLiftedCondensationLevel,286.07
Pres[hPa]oftheLiftedCondensationLevel,888.65
Meanmixedlayerpotentialtemperature,295.89
Meanmixedlayermixingratio,10.66
1000hPato500hPathickness,5663.00
Precipitablewater[mm]forentiresounding,27.36
