Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150601/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.43
Liftedindex,4.91
LIFTcomputedusingvirtualtemperature,4.67
SWEATindex,123.81
Kindex,19.10
Crosstotalsindex,15.70
Verticaltotalsindex,26.70
Totalstotalsindex,42.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.94
Pres[hPa]oftheLiftedCondensationLevel,906.59
Meanmixedlayerpotentialtemperature,290.99
Meanmixedlayermixingratio,8.46
1000hPato500hPathickness,5621.00
Precipitablewater[mm]forentiresounding,23.30
