Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130924/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.38
Liftedindex,2.79
LIFTcomputedusingvirtualtemperature,2.61
SWEATindex,75.00
Kindex,10.50
Crosstotalsindex,10.90
Verticaltotalsindex,30.90
Totalstotalsindex,41.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.06
Pres[hPa]oftheLiftedCondensationLevel,814.71
Meanmixedlayerpotentialtemperature,295.90
Meanmixedlayermixingratio,7.44
1000hPato500hPathickness,5645.00
Precipitablewater[mm]forentiresounding,16.08
