Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101004/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.59
Liftedindex,5.90
LIFTcomputedusingvirtualtemperature,5.48
SWEATindex,193.85
Kindex,20.70
Crosstotalsindex,12.70
Verticaltotalsindex,21.70
Totalstotalsindex,34.40
ConvectiveAvailablePotentialEnergy,0.01
CAPEusingvirtualtemperature,0.47
ConvectiveInhibition,-208.60
CINSusingvirtualtemperature,-171.74
EquilibrumLevel,668.41
EquilibrumLevelusingvirtualtemperature,666.52
LevelofFreeConvection,670.99
LFCTusingvirtualtemperature,677.88
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.03
Temp[K]oftheLiftedCondensationLevel,287.16
Pres[hPa]oftheLiftedCondensationLevel,923.57
Meanmixedlayerpotentialtemperature,293.77
Meanmixedlayermixingratio,11.01
1000hPato500hPathickness,5655.00
Precipitablewater[mm]forentiresounding,29.21
