Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120523/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.16
Liftedindex,5.24
LIFTcomputedusingvirtualtemperature,4.96
SWEATindex,101.39
Kindex,19.10
Crosstotalsindex,16.30
Verticaltotalsindex,20.90
Totalstotalsindex,37.20
ConvectiveAvailablePotentialEnergy,11.81
CAPEusingvirtualtemperature,28.11
ConvectiveInhibition,-73.71
CINSusingvirtualtemperature,-48.47
EquilibrumLevel,638.15
EquilibrumLevelusingvirtualtemperature,633.06
LevelofFreeConvection,750.44
LFCTusingvirtualtemperature,826.48
BulkRichardsonNumber,0.59
BulkRichardsonNumberusingCAPV,1.41
Temp[K]oftheLiftedCondensationLevel,284.68
Pres[hPa]oftheLiftedCondensationLevel,919.41
Meanmixedlayerpotentialtemperature,291.62
Meanmixedlayermixingratio,9.39
1000hPato500hPathickness,5589.00
Precipitablewater[mm]forentiresounding,23.79
