Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160214/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.73
Liftedindex,3.26
LIFTcomputedusingvirtualtemperature,3.05
SWEATindex,203.79
Kindex,28.00
Crosstotalsindex,19.40
Verticaltotalsindex,23.10
Totalstotalsindex,42.50
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,287.54
Pres[hPa]oftheLiftedCondensationLevel,877.26
Meanmixedlayerpotentialtemperature,298.52
Meanmixedlayermixingratio,11.90
1000hPato500hPathickness,5743.00
Precipitablewater[mm]forentiresounding,38.40
