Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150102/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.12
Liftedindex,-2.22
LIFTcomputedusingvirtualtemperature,-2.90
SWEATindex,148.18
Kindex,17.60
Crosstotalsindex,18.60
Verticaltotalsindex,23.50
Totalstotalsindex,42.10
ConvectiveAvailablePotentialEnergy,521.85
CAPEusingvirtualtemperature,716.91
ConvectiveInhibition,-12.24
CINSusingvirtualtemperature,-6.38
EquilibrumLevel,255.40
EquilibrumLevelusingvirtualtemperature,255.23
LevelofFreeConvection,870.36
LFCTusingvirtualtemperature,892.41
BulkRichardsonNumber,4834.64
BulkRichardsonNumberusingCAPV,6641.73
Temp[K]oftheLiftedCondensationLevel,291.44
Pres[hPa]oftheLiftedCondensationLevel,917.60
Meanmixedlayerpotentialtemperature,298.71
Meanmixedlayermixingratio,14.65
1000hPato500hPathickness,5711.00
Precipitablewater[mm]forentiresounding,35.55
