Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100227/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.11
Liftedindex,-1.34
LIFTcomputedusingvirtualtemperature,-2.06
SWEATindex,220.82
Kindex,26.60
Crosstotalsindex,22.20
Verticaltotalsindex,22.70
Totalstotalsindex,44.90
ConvectiveAvailablePotentialEnergy,227.14
CAPEusingvirtualtemperature,364.89
ConvectiveInhibition,-2.56
CINSusingvirtualtemperature,-2.00
EquilibrumLevel,294.90
EquilibrumLevelusingvirtualtemperature,291.78
LevelofFreeConvection,934.53
LFCTusingvirtualtemperature,936.54
BulkRichardsonNumber,14.52
BulkRichardsonNumberusingCAPV,23.33
Temp[K]oftheLiftedCondensationLevel,292.30
Pres[hPa]oftheLiftedCondensationLevel,950.11
Meanmixedlayerpotentialtemperature,296.61
Meanmixedlayermixingratio,14.93
1000hPato500hPathickness,5719.00
Precipitablewater[mm]forentiresounding,41.07
