Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110315/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.82
Liftedindex,1.51
LIFTcomputedusingvirtualtemperature,1.52
SWEATindex,128.42
Kindex,13.30
Crosstotalsindex,17.10
Verticaltotalsindex,22.10
Totalstotalsindex,39.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,4.25
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-15.52
EquilibrumLevelusingvirtualtemperature,821.01
LFCTusingvirtualtemperature,863.61
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.40
Temp[K]oftheLiftedCondensationLevel,287.26
Pres[hPa]oftheLiftedCondensationLevel,894.74
Meanmixedlayerpotentialtemperature,296.55
Meanmixedlayermixingratio,11.46
1000hPato500hPathickness,5712.00
Precipitablewater[mm]forentiresounding,26.75
