Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100929/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.51
Liftedindex,-0.87
LIFTcomputedusingvirtualtemperature,-0.95
SWEATindex,106.39
Kindex,18.30
Crosstotalsindex,16.10
Verticaltotalsindex,27.10
Totalstotalsindex,43.20
ConvectiveAvailablePotentialEnergy,145.78
CAPEusingvirtualtemperature,212.04
ConvectiveInhibition,-164.84
CINSusingvirtualtemperature,-124.54
EquilibrumLevel,478.73
EquilibrumLevelusingvirtualtemperature,477.54
LevelofFreeConvection,776.45
LFCTusingvirtualtemperature,800.25
BulkRichardsonNumber,3.76
BulkRichardsonNumberusingCAPV,5.47
Temp[K]oftheLiftedCondensationLevel,288.51
Pres[hPa]oftheLiftedCondensationLevel,932.81
Meanmixedlayerpotentialtemperature,294.31
Meanmixedlayermixingratio,11.92
1000hPato500hPathickness,5641.00
Precipitablewater[mm]forentiresounding,28.00
