Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130427/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.91
Liftedindex,0.46
LIFTcomputedusingvirtualtemperature,0.26
SWEATindex,108.02
Kindex,0.60
Crosstotalsindex,20.00
Verticaltotalsindex,23.10
Totalstotalsindex,43.10
ConvectiveAvailablePotentialEnergy,131.80
CAPEusingvirtualtemperature,158.73
ConvectiveInhibition,-13.42
CINSusingvirtualtemperature,-10.71
EquilibrumLevel,369.02
EquilibrumLevelusingvirtualtemperature,366.39
LevelofFreeConvection,897.84
LFCTusingvirtualtemperature,903.95
BulkRichardsonNumber,32.96
BulkRichardsonNumberusingCAPV,39.70
Temp[K]oftheLiftedCondensationLevel,286.27
Pres[hPa]oftheLiftedCondensationLevel,922.31
Meanmixedlayerpotentialtemperature,292.98
Meanmixedlayermixingratio,10.40
1000hPato500hPathickness,5621.00
Precipitablewater[mm]forentiresounding,22.67
