Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150808/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.10
Liftedindex,10.08
LIFTcomputedusingvirtualtemperature,9.98
SWEATindex,47.01
Kindex,-30.50
Crosstotalsindex,13.70
Verticaltotalsindex,21.70
Totalstotalsindex,35.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,274.77
Pres[hPa]oftheLiftedCondensationLevel,859.22
Meanmixedlayerpotentialtemperature,286.96
Meanmixedlayermixingratio,5.08
1000hPato500hPathickness,5524.00
Precipitablewater[mm]forentiresounding,9.91
