Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100820/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.02
Liftedindex,6.71
LIFTcomputedusingvirtualtemperature,6.86
SWEATindex,338.80
Kindex,26.60
Crosstotalsindex,17.00
Verticaltotalsindex,21.30
Totalstotalsindex,38.30
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.93
Pres[hPa]oftheLiftedCondensationLevel,933.89
Meanmixedlayerpotentialtemperature,290.56
Meanmixedlayermixingratio,9.44
1000hPato500hPathickness,5630.00
Precipitablewater[mm]forentiresounding,36.38
