Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130510/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.50
Liftedindex,0.63
LIFTcomputedusingvirtualtemperature,0.45
SWEATindex,142.21
Kindex,26.00
Crosstotalsindex,23.80
Verticaltotalsindex,25.90
Totalstotalsindex,49.70
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.09
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-47.56
EquilibrumLevelusingvirtualtemperature,831.74
LFCTusingvirtualtemperature,842.10
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.01
Temp[K]oftheLiftedCondensationLevel,285.14
Pres[hPa]oftheLiftedCondensationLevel,943.29
Meanmixedlayerpotentialtemperature,289.96
Meanmixedlayermixingratio,9.44
1000hPato500hPathickness,5557.00
Precipitablewater[mm]forentiresounding,26.39
