Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101204/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.24
Liftedindex,-0.64
LIFTcomputedusingvirtualtemperature,-0.76
SWEATindex,165.98
Kindex,30.70
Crosstotalsindex,20.40
Verticaltotalsindex,22.50
Totalstotalsindex,42.90
ConvectiveAvailablePotentialEnergy,58.70
CAPEusingvirtualtemperature,83.38
ConvectiveInhibition,-8.80
CINSusingvirtualtemperature,-3.88
EquilibrumLevel,474.29
EquilibrumLevelusingvirtualtemperature,470.45
LevelofFreeConvection,889.46
LFCTusingvirtualtemperature,904.22
BulkRichardsonNumber,4.02
BulkRichardsonNumberusingCAPV,5.71
Temp[K]oftheLiftedCondensationLevel,289.20
Pres[hPa]oftheLiftedCondensationLevel,923.44
Meanmixedlayerpotentialtemperature,295.87
Meanmixedlayermixingratio,12.59
1000hPato500hPathickness,5670.00
Precipitablewater[mm]forentiresounding,42.18
