Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130716/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.33
Liftedindex,-0.19
LIFTcomputedusingvirtualtemperature,-0.28
SWEATindex,89.19
Kindex,24.00
Crosstotalsindex,23.20
Verticaltotalsindex,26.90
Totalstotalsindex,50.10
ConvectiveAvailablePotentialEnergy,4.30
CAPEusingvirtualtemperature,13.72
ConvectiveInhibition,-42.49
CINSusingvirtualtemperature,-33.55
EquilibrumLevel,494.62
EquilibrumLevelusingvirtualtemperature,492.41
LevelofFreeConvection,835.07
LFCTusingvirtualtemperature,850.68
BulkRichardsonNumber,0.69
BulkRichardsonNumberusingCAPV,2.20
Temp[K]oftheLiftedCondensationLevel,283.72
Pres[hPa]oftheLiftedCondensationLevel,932.88
Meanmixedlayerpotentialtemperature,289.42
Meanmixedlayermixingratio,8.68
1000hPato500hPathickness,5524.00
Precipitablewater[mm]forentiresounding,22.83
